Address_Town,Education_Sector,School_Type,LGA_Name,X,Y
BURWOOD,Independent,Pri/Sec,Whitehorse (C),145.107,-37.84856
MOONEE PONDS,Catholic,Primary,Moonee Valley (C),144.92318,-37.75966
LILYDALE,Catholic,Primary,Yarra Ranges (S),145.35261,-37.75273
ELTHAM,Catholic,Secondary,Nillumbik (S),145.14356,-37.71152
COLLINGWOOD,Catholic,Primary,Yarra (C),144.98639,-37.80046
WARRACKNABEAL,Catholic,Primary,Yarriambiack (S),142.3896,-36.25408
ECHUCA,Catholic,Primary,Campaspe (S),144.72583,-36.13426
KEW,Catholic,Primary,Boroondara (C),145.03744,-37.80817
ARARAT,Catholic,Primary,Ararat (RC),142.93861,-37.2855
ECHUCA,Catholic,Secondary,Campaspe (S),144.74337,-36.11815
PORT FAIRY,Catholic,Primary,Moyne (S),142.23167,-38.38613
ROCHESTER,Catholic,Primary,Campaspe (S),144.70117,-36.36476
NORTH MELBOURNE,Catholic,Secondary,Melbourne (C),144.94287,-37.79289
PORTLAND,Catholic,Primary,Glenelg (S),141.59279,-38.35947
SALE,Catholic,Secondary,Wellington (S),147.06378,-38.10871
KYABRAM,Catholic,Pri/Sec,Campaspe (S),145.04471,-36.30955
SURREY HILLS,Catholic,Primary,Boroondara (C),145.10008,-37.82032
ELMORE,Catholic,Primary,Greater Bendigo (C),144.61562,-36.49302
BEECHWORTH,Catholic,Primary,Indigo (S),146.68281,-36.36007
COLERAINE,Catholic,Primary,Southern Grampians (S),141.69473,-37.60538
CAMPERDOWN,Catholic,Secondary,Corangamite (S),143.13956,-38.235
CAMPERDOWN,Catholic,Primary,Corangamite (S),143.139,-38.23503
ESSENDON,Catholic,Secondary,Moonee Valley (C),144.91429,-37.7572
DAYLESFORD,Catholic,Primary,Hepburn (S),144.15136,-37.33724
HAMILTON,Catholic,Primary,Southern Grampians (S),142.05091,-37.74114
BENDIGO,Catholic,Primary,Greater Bendigo (C),144.28421,-36.75458
KEW,Catholic,Pri/Sec,Boroondara (C),145.05578,-37.80897
WODONGA,Catholic,Primary,Wodonga (C),146.88922,-36.11702
STAWELL,Catholic,Primary,Northern Grampians (S),142.78726,-37.05935
ST KILDA,Independent,Pri/Sec,Port Phillip (C),144.99155,-37.85955
MENTONE,Catholic,Primary,Kingston (C),145.07016,-37.98357
TERANG,Catholic,Primary,Corangamite (S),142.90996,-38.2398
WARRAGUL,Catholic,Primary,Baw Baw (S),145.91202,-38.15861
QUARRY HILL,Catholic,Primary,Greater Bendigo (C),144.27835,-36.76942
BRIGHTON,Independent,Pri/Sec,Bayside (C),144.99694,-37.90612
HEIDELBERG,Catholic,Primary,Banyule (C),145.06655,-37.75764
HEIDELBERG,Catholic,Secondary,Banyule (C),145.06759,-37.75793
BRUNSWICK WEST,Catholic,Primary,Merri-bek (C),144.94298,-37.76229
MORDIALLOC,Catholic,Primary,Kingston (C),145.09178,-38.00804
BALLARAT NORTH,Catholic,Primary,Ballarat (C),143.86007,-37.54591
WENDOUREE,Independent,Pri/Sec,Ballarat (C),143.83083,-37.53924
BRUNSWICK EAST,Catholic,Primary,Merri-bek (C),144.97786,-37.77634
GLEN HUNTLY,Catholic,Primary,Glen Eira (C),145.0471,-37.88689
DANDENONG,Catholic,Primary,Greater Dandenong (C),145.22084,-37.99067
SANDRINGHAM,Catholic,Primary,Bayside (C),145.00855,-37.95148
WONTHAGGI,Catholic,Primary,Bass Coast (S),145.60341,-38.60086
ASCOT VALE,Catholic,Primary,Moonee Valley (C),144.91127,-37.77384
KERANG,Catholic,Primary,Gannawarra (S),143.91781,-35.72546
MALVERN,Catholic,Pri/Sec,Stonnington (C),145.03218,-37.85768
BRUNSWICK NORTH,Catholic,Primary,Merri-bek (C),144.96825,-37.75863
HAMILTON,Independent,Pri/Sec,Southern Grampians (S),142.02421,-37.7372
BALLARAT EAST,Catholic,Primary,Ballarat (C),143.90299,-37.56161
LEONGATHA,Catholic,Primary,South Gippsland (S),145.9543,-38.47894
KORUMBURRA,Catholic,Primary,South Gippsland (S),145.82232,-38.43604
IVANHOE,Independent,Pri/Sec,Banyule (C),145.04448,-37.77252
HEALESVILLE,Catholic,Primary,Yarra Ranges (S),145.5158,-37.65868
NAR NAR GOON,Catholic,Primary,Cardinia (S),145.57319,-38.07303
HAWTHORN,Independent,Pri/Sec,Boroondara (C),145.03229,-37.83392
MALVERN EAST,Catholic,Primary,Stonnington (C),145.05292,-37.87302
BRIGHTON EAST,Independent,Pri/Sec,Bayside (C),145.00755,-37.92863
KENSINGTON,Catholic,Primary,Melbourne (C),144.92878,-37.79558
QUEENSCLIFF,Catholic,Primary,Queenscliffe (B),144.6553,-38.26868
ALPHINGTON,Catholic,Primary,Darebin (C),145.02036,-37.78007
MALVERN,Catholic,Primary,Stonnington (C),145.03116,-37.85807
YARRAM,Catholic,Primary,Wellington (S),146.67597,-38.5569
WHITE HILLS,Catholic,Primary,Greater Bendigo (C),144.31057,-36.72487
ELWOOD,Catholic,Primary,Port Phillip (C),144.98112,-37.88253
KYNETON,Catholic,Primary,Macedon Ranges (S),144.46212,-37.25051
RINGWOOD EAST,Independent,Pri/Sec,Maroondah (C),145.25669,-37.81552
SWAN HILL,Catholic,Primary,Swan Hill (RC),143.5456,-35.32846
MT ELIZA,Independent,Pri/Sec,Mornington Peninsula (S),145.09346,-38.17226
HASTINGS,Catholic,Primary,Mornington Peninsula (S),145.1917,-38.30344
CORAGULAC,Catholic,Primary,Colac-Otway (S),143.5188,-38.27065
SUNSHINE,Catholic,Primary,Brimbank (C),144.83556,-37.78945
THORNBURY,Catholic,Primary,Darebin (C),145.00166,-37.75684
DENNINGTON,Catholic,Primary,Warrnambool (C),142.44614,-38.3515
TOORAK,Independent,Pri/Sec,Stonnington (C),145.02127,-37.8383
ESSENDON,Independent,Pri/Sec,Moonee Valley (C),144.91497,-37.75991
HORSHAM,Catholic,Secondary,Horsham (RC),142.20795,-36.71731
BRIGHTON,Catholic,Primary,Bayside (C),144.99415,-37.92011
EUROA,Catholic,Primary,Strathbogie (S),145.56987,-36.75337
KEILOR EAST,Independent,Pri/Sec,Moonee Valley (C),144.87034,-37.73215
FOOTSCRAY,Catholic,Primary,Maribyrnong (C),144.88522,-37.79582
COBRAM,Catholic,Primary,Moira (S),145.65236,-35.91707
CAULFIELD,Independent,Pri/Sec,Glen Eira (C),145.01132,-37.87791
IVANHOE,Catholic,Primary,Banyule (C),145.03876,-37.77194
NAGAMBIE,Catholic,Primary,Strathbogie (S),145.15405,-36.78161
PRAHRAN EAST,Catholic,Primary,Stonnington (C),145.00946,-37.85246
ORBOST,Catholic,Primary,East Gippsland (S),148.45563,-37.70917
MENTONE,Independent,Pri/Sec,Kingston (C),145.06812,-37.98769
IVANHOE,Independent,Pri/Sec,Banyule (C),145.04672,-37.76527
MYRTLEFORD,Catholic,Primary,Alpine (S),146.72693,-36.55357
KEW,Independent,Pri/Sec,Boroondara (C),145.04782,-37.81478
ORMOND,Independent,Pri/Sec,Glen Eira (C),145.04122,-37.89952
KEYSBOROUGH,Independent,Pri/Sec,Greater Dandenong (C),145.14643,-37.99598
ESSENDON,Catholic,Primary,Moonee Valley (C),144.91031,-37.75111
YEA,Catholic,Primary,Murrindindi (S),145.42461,-37.21455
DEEPDENE,Catholic,Primary,Boroondara (C),145.06279,-37.81108
CANTERBURY,Independent,Pri/Sec,Boroondara (C),145.08037,-37.82918
MENTONE,Independent,Pri/Sec,Kingston (C),145.06346,-37.98938
CHELSEA,Catholic,Primary,Kingston (C),145.11859,-38.05544
SALE,Independent,Pri/Sec,Wellington (S),147.06463,-38.09365
BRIGHTON EAST,Catholic,Primary,Bayside (C),145.01746,-37.91628
TOORAK,Catholic,Pri/Sec,Stonnington (C),145.01489,-37.84819
CAMBERWELL EAST,Catholic,Primary,Boroondara (C),145.08384,-37.83892
HAMPTON,Catholic,Primary,Bayside (C),145.0009,-37.93305
HEATHCOTE,Catholic,Primary,Greater Bendigo (C),144.70111,-36.91768
COHUNA,Catholic,Primary,Gannawarra (S),144.21854,-35.80823
CANTERBURY,Independent,Pri/Sec,Boroondara (C),145.06641,-37.81609
CRIB POINT,Catholic,Primary,Mornington Peninsula (S),145.20281,-38.36147
BRIGHTON,Independent,Pri/Sec,Bayside (C),144.99352,-37.91111
MORELAND,Catholic,Primary,Merri-bek (C),144.95156,-37.74984
MT WAVERLEY,Independent,Pri/Sec,Monash (C),145.13629,-37.87674
BOX HILL,Catholic,Primary,Whitehorse (C),145.13149,-37.81849
ALTONA,Catholic,Primary,Hobsons Bay (C),144.82838,-37.86666
ELTHAM,Catholic,Primary,Nillumbik (S),145.14791,-37.71612
MERBEIN,Catholic,Primary,Mildura (RC),142.05309,-34.16686
FRANKSTON,Catholic,Primary,Frankston (C),145.1262,-38.1488
BOX HILL,Catholic,Secondary,Whitehorse (C),145.12992,-37.81835
RESERVOIR,Catholic,Primary,Darebin (C),145.00512,-37.71802
BENTLEIGH,Catholic,Primary,Glen Eira (C),145.04147,-37.92283
BLACK ROCK,Catholic,Primary,Bayside (C),145.02316,-37.97592
SUNBURY,Catholic,Secondary,Hume (C),144.73903,-37.57264
STRATFORD,Catholic,Primary,Wellington (S),147.07768,-37.96726
BOX HILL,Independent,Pri/Sec,Whitehorse (C),145.11863,-37.83278
TRAFALGAR,Catholic,Primary,Baw Baw (S),146.15219,-38.20721
MURRUMBEENA,Catholic,Primary,Glen Eira (C),145.06527,-37.90178
GLEN IRIS,Catholic,Primary,Stonnington (C),145.05231,-37.85736
BERWICK,Independent,Pri/Sec,Casey (C),145.34654,-38.03535
CANTERBURY,Independent,Pri/Sec,Boroondara (C),145.0597,-37.81821
KEW EAST,Catholic,Primary,Boroondara (C),145.04981,-37.79538
RINGWOOD,Catholic,Primary,Maroondah (C),145.23218,-37.81642
MONTMORENCY,Catholic,Primary,Banyule (C),145.12656,-37.71601
SORRENTO,Catholic,Primary,Mornington Peninsula (S),144.7418,-38.34047
GLEN IRIS,Catholic,Primary,Boroondara (C),145.0646,-37.85009
ELSTERNWICK,Catholic,Primary,Glen Eira (C),145.00529,-37.88251
RED CLIFFS,Catholic,Primary,Mildura (RC),142.18796,-34.30235
KEW,Independent,Pri/Sec,Boroondara (C),145.05221,-37.81593
EPPING,Catholic,Primary,Whittlesea (C),145.02755,-37.65054
NORTHCOTE,Catholic,Secondary,Darebin (C),145.00248,-37.77036
OAKLEIGH,Catholic,Primary,Monash (C),145.08692,-37.90184
FAWKNER,Catholic,Primary,Merri-bek (C),144.96362,-37.71628
FERNTREE GULLY,Catholic,Primary,Knox (C),145.29517,-37.88738
MITCHAM,Catholic,Primary,Whitehorse (C),145.1904,-37.81744
MOOROOPNA,Catholic,Primary,Greater Shepparton (C),145.35422,-36.39605
PRESTON WEST,Catholic,Primary,Darebin (C),144.99262,-37.7341
TOORAK,Catholic,Pri/Sec,Stonnington (C),145.0247,-37.8354
KOO WEE RUP,Catholic,Primary,Cardinia (S),145.48527,-38.19746
STRATHMORE,Catholic,Primary,Moonee Valley (C),144.92413,-37.74214
NEWTOWN,Catholic,Secondary,Greater Geelong (C),144.33186,-38.1502
SPRINGVALE,Catholic,Primary,Greater Dandenong (C),145.15034,-37.95323
MENTONE,Catholic,Secondary,Kingston (C),145.06821,-37.99116
PRESTON EAST,Catholic,Primary,Darebin (C),145.01857,-37.73026
CAMBERWELL,Catholic,Secondary,Boroondara (C),145.08258,-37.83366
COBURG EAST,Catholic,Primary,Merri-bek (C),144.97271,-37.74742
PASCOE VALE,Catholic,Primary,Merri-bek (C),144.94186,-37.73089
KINGSVILLE,Catholic,Primary,Maribyrnong (C),144.87292,-37.80853
NEWTOWN,Catholic,Primary,Greater Geelong (C),144.34301,-38.15641
ESSENDON,Catholic,Secondary,Moonee Valley (C),144.8832,-37.74939
DONVALE,Catholic,Secondary,Manningham (C),145.19954,-37.7918
ASHBURTON,Catholic,Primary,Boroondara (C),145.08248,-37.86413
CLARKES HILL,Catholic,Primary,Moorabool (S),143.9887,-37.5004
BENTLEIGH,Catholic,Secondary,Glen Eira (C),145.03994,-37.92572
BALWYN NORTH,Catholic,Primary,Boroondara (C),145.0709,-37.79352
CHADSTONE,Catholic,Secondary,Monash (C),145.10026,-37.88273
NHILL,Catholic,Primary,Hindmarsh (S),141.64304,-36.33541
GEELONG EAST,Catholic,Primary,Greater Geelong (C),144.37393,-38.16462
BURWOOD,Independent,Pri/Sec,Whitehorse (C),145.11777,-37.84722
MOE,Catholic,Primary,Latrobe (C),146.25356,-38.17937
BULLEEN,Catholic,Secondary,Manningham (C),145.08268,-37.77478
WARRAGUL,Catholic,Secondary,Baw Baw (S),145.91527,-38.15903
IRYMPLE,Independent,Pri/Sec,Mildura (RC),142.15926,-34.22261
ALBION,Catholic,Primary,Brimbank (C),144.8202,-37.78219
IVANHOE WEST,Catholic,Primary,Banyule (C),145.03412,-37.76306
MORTLAKE,Catholic,Primary,Moyne (S),142.80202,-38.07994
HIGHETT,Catholic,Primary,Bayside (C),145.03183,-37.9461
CHELTENHAM,Catholic,Primary,Kingston (C),145.05971,-37.9655
NUNAWADING,Independent,Primary,Whitehorse (C),145.17005,-37.82192
CROYDON,Catholic,Primary,Maroondah (C),145.27279,-37.79749
EDENHOPE,Catholic,Primary,West Wimmera (S),141.30005,-37.03403
NARRE WARREN SOUTH,Independent,Pri/Sec,Casey (C),145.31652,-38.05022
ALEXANDRA,Catholic,Primary,Murrindindi (S),145.71338,-37.19127
ESSENDON,Catholic,Primary,Moonee Valley (C),144.9052,-37.75665
ELSTERNWICK,Independent,Pri/Sec,Glen Eira (C),145.0082,-37.8839
THORNBURY EAST,Catholic,Primary,Darebin (C),145.01619,-37.76085
ST ALBANS,Catholic,Primary,Brimbank (C),144.80005,-37.73769
BLACKBURN,Catholic,Primary,Whitehorse (C),145.15743,-37.82325
RUSHWORTH,Catholic,Primary,Campaspe (S),145.0112,-36.5878
HEYFIELD,Catholic,Primary,Wellington (S),146.78427,-37.98075
NORLANE,Catholic,Primary,Greater Geelong (C),144.35882,-38.09017
HEIDELBERG WEST,Catholic,Primary,Banyule (C),145.04629,-37.74692
SPOTSWOOD,Catholic,Primary,Hobsons Bay (C),144.87773,-37.82908
HAMILTON,Catholic,Secondary,Southern Grampians (S),142.04945,-37.74204
CHADSTONE,Catholic,Primary,Monash (C),145.1012,-37.87978
NOBLE PARK,Catholic,Primary,Greater Dandenong (C),145.17243,-37.97171
CLAYTON,Catholic,Primary,Monash (C),145.12186,-37.92314
HOPETOUN,Catholic,Primary,Yarriambiack (S),142.36219,-35.72393
ST KILDA EAST,Independent,Pri/Sec,Glen Eira (C),145.00034,-37.86812
NIDDRIE,Catholic,Primary,Moonee Valley (C),144.88903,-37.74366
BELL PARK,Catholic,Primary,Greater Geelong (C),144.33833,-38.1111
MANIFOLD HEIGHTS,Catholic,Primary,Greater Geelong (C),144.32996,-38.13581
GREENSBOROUGH,Catholic,Primary,Banyule (C),145.09263,-37.70285
ARDEER,Catholic,Primary,Brimbank (C),144.80081,-37.77941
DEER PARK,Catholic,Primary,Brimbank (C),144.76927,-37.76853
BRAYBROOK,Catholic,Primary,Maribyrnong (C),144.86196,-37.78761
GLENROY,Catholic,Primary,Merri-bek (C),144.9228,-37.70389
SPRINGVALE,Catholic,Secondary,Greater Dandenong (C),145.15202,-37.95907
SUNSHINE WEST,Catholic,Primary,Brimbank (C),144.80752,-37.78753
PYRAMID HILL,Catholic,Primary,Loddon (S),144.11184,-36.05485
HERNE HILL,Catholic,Secondary,Greater Geelong (C),144.33048,-38.13008
BEAUMARIS,Catholic,Primary,Bayside (C),145.04104,-37.98199
KENNINGTON,Catholic,Primary,Greater Bendigo (C),144.29824,-36.7669
SUNSHINE NORTH,Catholic,Primary,Brimbank (C),144.83528,-37.77116
SEBASTOPOL,Catholic,Primary,Ballarat (C),143.84018,-37.60347
HAWTHORN,Independent,Special,Boroondara (C),145.02655,-37.82304
MILDURA,Catholic,Primary,Mildura (RC),142.15224,-34.18733
ST KILDA EAST,Independent,Pri/Sec,Glen Eira (C),145.00084,-37.86928
MARIBYRNONG,Catholic,Primary,Maribyrnong (C),144.89104,-37.7669
NEWBOROUGH,Catholic,Primary,Latrobe (C),146.29159,-38.18474
MOUNT WAVERLEY,Catholic,Primary,Monash (C),145.12963,-37.87426
DANDENONG NORTH,Catholic,Primary,Greater Dandenong (C),145.20582,-37.97133
SHEPPARTON SOUTH,Catholic,Primary,Greater Shepparton (C),145.41068,-36.39247
SURREY HILLS,Catholic,Primary,Whitehorse (C),145.11139,-37.83006
MOORABBIN,Catholic,Primary,Kingston (C),145.05217,-37.93822
HUGHESDALE,Catholic,Secondary,Monash (C),145.08608,-37.90216
MORWELL EAST,Catholic,Primary,Latrobe (C),146.41548,-38.23061
DIMBOOLA,Independent,Primary,Hindmarsh (S),142.03758,-36.45706
SEA LAKE,Catholic,Primary,Buloke (S),142.85067,-35.50183
YARRA JUNCTION,Catholic,Primary,Yarra Ranges (S),145.61681,-37.79217
RESERVOIR EAST,Catholic,Primary,Darebin (C),145.0192,-37.71157
LAKES ENTRANCE,Catholic,Primary,East Gippsland (S),148.01234,-37.87102
ROSANNA,Catholic,Primary,Banyule (C),145.07698,-37.73518
TALLANGATTA,Catholic,Primary,Towong (S),147.17342,-36.21623
OAKLEIGH EAST,Catholic,Primary,Monash (C),145.10575,-37.89616
ABERFELDIE,Catholic,Primary,Moonee Valley (C),144.89658,-37.75635
DANDENONG,Catholic,Secondary,Greater Dandenong (C),145.22626,-37.99023
BAIRNSDALE,Catholic,Secondary,East Gippsland (S),147.58766,-37.8371
ROBINVALE,Catholic,Pri/Sec,Swan Hill (RC),142.77851,-34.58471
WANGARATTA,Catholic,Primary,Wangaratta (RC),146.32114,-36.37219
VERMONT SOUTH,Catholic,Secondary,Whitehorse (C),145.17411,-37.84779
BROADMEADOWS,Catholic,Primary,Hume (C),144.9237,-37.68506
TONGALA,Catholic,Primary,Campaspe (S),144.95359,-36.25266
BALWYN NORTH,Catholic,Primary,Boroondara (C),145.10325,-37.79592
GLEN WAVERLEY,Catholic,Primary,Monash (C),145.16389,-37.8868
BENNETTSWOOD,Catholic,Primary,Whitehorse (C),145.12591,-37.85165
GLEN WAVERLEY,Catholic,Primary,Monash (C),145.1502,-37.8711
PARKDALE EAST,Catholic,Primary,Kingston (C),145.09249,-37.99047
DONCASTER EAST,Catholic,Primary,Manningham (C),145.1534,-37.79055
NATHALIA,Catholic,Secondary,Moira (S),145.20875,-36.05766
DOVETON,Catholic,Primary,Casey (C),145.23863,-37.9905
RINGWOOD,Catholic,Secondary,Maroondah (C),145.23494,-37.82306
ELSTERNWICK,Independent,Pri/Sec,Glen Eira (C),145.00663,-37.89287
MT ELIZA,Independent,Pri/Sec,Mornington Peninsula (S),145.09069,-38.19817
FAWKNER NORTH,Catholic,Primary,Merri-bek (C),144.96795,-37.69816
MULGRAVE,Catholic,Primary,Monash (C),145.15956,-37.93272
LALOR,Catholic,Primary,Whittlesea (C),145.01883,-37.67237
OAK PARK,Catholic,Primary,Merri-bek (C),144.92108,-37.71885
BELGRAVE,Catholic,Primary,Yarra Ranges (S),145.35268,-37.90841
WARRNAMBOOL WEST,Catholic,Primary,Warrnambool (C),142.46583,-38.36492
AIRPORT WEST,Catholic,Primary,Moonee Valley (C),144.88025,-37.72501
ELIMINYT,Catholic,Primary,Colac-Otway (S),143.57855,-38.35316
DIAMOND CREEK,Catholic,Primary,Nillumbik (S),145.15878,-37.67215
BERWICK,Catholic,Primary,Casey (C),145.35357,-38.03382
ABERFELDIE,Catholic,Secondary,Moonee Valley (C),144.89796,-37.75662
HAWTHORN,Independent,Pri/Sec,Boroondara (C),145.04337,-37.84227
KINGSBURY,Catholic,Primary,Darebin (C),145.03552,-37.71526
BLACKBURN SOUTH,Catholic,Primary,Whitehorse (C),145.14671,-37.83555
WANGARATTA,Catholic,Primary,Wangaratta (RC),146.3056,-36.34656
MURTOA,Catholic,Primary,Yarriambiack (S),142.47365,-36.62268
CROYDON HILLS,Independent,Secondary,Maroondah (C),145.27291,-37.78296
SUNSHINE WEST,Catholic,Secondary,Brimbank (C),144.80613,-37.78773
ALTONA,Catholic,Secondary,Hobsons Bay (C),144.81167,-37.8639
WENDOUREE,Catholic,Primary,Ballarat (C),143.82561,-37.52544
BULLEEN,Catholic,Primary,Manningham (C),145.09033,-37.7673
BORONIA,Catholic,Primary,Knox (C),145.27481,-37.86271
CORRYONG,Catholic,Primary,Towong (S),147.89919,-36.19824
BELGRAVE,Catholic,Secondary,Yarra Ranges (S),145.35889,-37.91064
BAYSWATER,Catholic,Primary,Knox (C),145.26576,-37.84898
FERNTREE GULLY,Catholic,Secondary,Knox (C),145.29509,-37.89049
BALWYN,Independent,Special,Boroondara (C),145.08686,-37.81235
BROOKLYN,Catholic,Primary,Hobsons Bay (C),144.84796,-37.82099
ASPENDALE,Catholic,Primary,Kingston (C),145.10226,-38.01813
HADFIELD,Catholic,Primary,Merri-bek (C),144.94494,-37.70729
MOUNT WAVERLEY,Catholic,Secondary,Monash (C),145.13326,-37.87467
BLACKBURN NORTH,Catholic,Primary,Whitehorse (C),145.16659,-37.80764
DALLAS,Catholic,Primary,Hume (C),144.93198,-37.66574
ALTONA NORTH,Catholic,Secondary,Hobsons Bay (C),144.84239,-37.83162
MOOROOLBARK,Catholic,Primary,Yarra Ranges (S),145.31752,-37.78791
BUNDOORA,Catholic,Primary,Whittlesea (C),145.05722,-37.69849
EPPING,Catholic,Secondary,Whittlesea (C),145.03141,-37.65518
RINGWOOD,Independent,Pri/Sec,Maroondah (C),145.25816,-37.7837
NEWCOMB,Catholic,Primary,Greater Geelong (C),144.3931,-38.16655
COBURG,Catholic,Secondary,Merri-bek (C),144.96456,-37.7304
VERMONT,Catholic,Primary,Whitehorse (C),145.18365,-37.84039
MAFFRA,Catholic,Primary,Wellington (S),146.97239,-37.9635
MORNINGTON,Catholic,Primary,Mornington Peninsula (S),145.07046,-38.22321
FRANKSTON EAST,Catholic,Primary,Frankston (C),145.1481,-38.14582
WANTIRNA SOUTH,Catholic,Special,Knox (C),145.24279,-37.8779
FRANKSTON,Catholic,Secondary,Frankston (C),145.13887,-38.13557
SEAFORD,Catholic,Primary,Frankston (C),145.14095,-38.1066
MULGRAVE,Catholic,Secondary,Monash (C),145.16614,-37.9152
AVONDALE HEIGHTS,Catholic,Primary,Moonee Valley (C),144.86162,-37.75847
DONCASTER,Catholic,Primary,Manningham (C),145.12228,-37.7806
ENDEAVOUR HILLS,Independent,Pri/Sec,Casey (C),145.27803,-37.97092
TEMPLESTOWE LOWER,Catholic,Primary,Manningham (C),145.12287,-37.76127
VERMONT,Catholic,Primary,Whitehorse (C),145.20969,-37.83675
WHEELERS HILL,Catholic,Primary,Monash (C),145.16605,-37.90812
WERRIBEE,Catholic,Secondary,Wyndham (C),144.6651,-37.9095
SALE,Catholic,Primary,Wellington (S),147.08331,-38.0994
ALTONA NORTH,Catholic,Primary,Hobsons Bay (C),144.85169,-37.83922
KEILOR EAST,Catholic,Primary,Moonee Valley (C),144.85942,-37.74424
WARRNAMBOOL EAST,Catholic,Primary,Warrnambool (C),142.51953,-38.38525
MYRTLEFORD,Catholic,Secondary,Alpine (S),146.72536,-36.55334
LAVERTON,Catholic,Primary,Hobsons Bay (C),144.77698,-37.85378
SCORESBY,Catholic,Primary,Knox (C),145.22596,-37.88984
WODONGA WEST,Catholic,Primary,Wodonga (C),146.87264,-36.12675
MOUNT EVELYN,Independent,Pri/Sec,Yarra Ranges (S),145.3671,-37.79883
WARRANWOOD,Independent,Pri/Sec,Maroondah (C),145.24881,-37.77722
BENDIGO NORTH,Catholic,Primary,Greater Bendigo (C),144.27274,-36.74417
DINGLEY,Catholic,Primary,Kingston (C),145.12957,-37.98666
MALVERN EAST,Independent,Special,Stonnington (C),145.05995,-37.87595
NUNAWADING,Independent,Secondary,Whitehorse (C),145.16902,-37.82255
RESEARCH,Independent,Pri/Sec,Nillumbik (S),145.19223,-37.70044
ST ALBANS SOUTH,Catholic,Primary,Brimbank (C),144.81141,-37.75644
MILDURA,Catholic,Primary,Mildura (RC),142.15603,-34.2046
COTTLES BRIDGE,Independent,Primary,Nillumbik (S),145.21333,-37.62939
HOPPERS CROSSING,Catholic,Primary,Wyndham (C),144.69031,-37.87464
DONVALE,Independent,Pri/Sec,Manningham (C),145.19345,-37.77403
BOX HILL NORTH,Independent,Special,Whitehorse (C),145.13214,-37.80388
ELSTERNWICK,Independent,Primary,Glen Eira (C),145.0012,-37.88229
THOMASTOWN EAST,Catholic,Primary,Whittlesea (C),145.0392,-37.67842
WOODEND,Independent,Pri/Sec,Macedon Ranges (S),144.57598,-37.36383
GLADSTONE PARK,Catholic,Primary,Hume (C),144.88946,-37.69303
CRANBOURNE,Catholic,Primary,Casey (C),145.27885,-38.11164
KEYSBOROUGH,Catholic,Primary,Greater Dandenong (C),145.16293,-37.98994
MELTON,Catholic,Primary,Melton (C),144.58464,-37.68092
CORIO,Catholic,Primary,Greater Geelong (C),144.35813,-38.07203
TAYLORS HILL,Independent,Pri/Sec,Melton (C),144.76315,-37.7246
GLEN WAVERLEY,Independent,Special,Monash (C),145.15745,-37.90226
WANGARATTA,Catholic,Secondary,Wangaratta (RC),146.31054,-36.33875
RINGWOOD NORTH,Catholic,Primary,Maroondah (C),145.23692,-37.79323
CHURCHILL,Catholic,Primary,Latrobe (C),146.41571,-38.3164
VERMONT SOUTH,Catholic,Primary,Whitehorse (C),145.17504,-37.86234
THOMASTOWN WEST,Catholic,Primary,Whittlesea (C),144.99772,-37.67775
NHILL,Independent,Primary,Hindmarsh (S),141.66215,-36.32773
SUNBURY,Catholic,Primary,Hume (C),144.71746,-37.56839
DONVALE,Catholic,Primary,Manningham (C),145.17721,-37.77444
LANGWARRIN,Catholic,Primary,Frankston (C),145.19111,-38.15528
KEALBA,Catholic,Primary,Brimbank (C),144.81963,-37.73374
DANDENONG NORTH,Catholic,Primary,Greater Dandenong (C),145.19888,-37.94632
RESERVOIR NORTH,Catholic,Primary,Darebin (C),144.99292,-37.70222
KINGS PARK,Catholic,Primary,Brimbank (C),144.77539,-37.7363
ST ALBANS,Catholic,Secondary,Brimbank (C),144.79909,-37.73889
BEACONSFIELD,Catholic,Secondary,Cardinia (S),145.37311,-38.052
HORSHAM,Independent,Pri/Sec,Horsham (RC),142.21775,-36.70818
ST HELENA,Independent,Primary,Banyule (C),145.13709,-37.68407
WANTIRNA SOUTH,Independent,Pri/Sec,Knox (C),145.2153,-37.88014
ARMADALE,Independent,Pri/Sec,Stonnington (C),145.0105,-37.85823
TRUGANINA,Independent,Pri/Sec,Wyndham (C),144.7249,-37.85084
GROVEDALE,Catholic,Primary,Greater Geelong (C),144.33011,-38.20252
KEILOR,Catholic,Primary,Brimbank (C),144.82052,-37.71063
MELTON SOUTH,Catholic,Primary,Melton (C),144.5729,-37.70966
GREENSBOROUGH NORTH,Catholic,Primary,Nillumbik (S),145.11911,-37.68219
WANTIRNA,Catholic,Primary,Knox (C),145.23507,-37.85338
SUNSHINE SOUTH WEST,Catholic,Primary,Brimbank (C),144.81962,-37.80028
BUNDOORA,Independent,Pri/Sec,Whittlesea (C),145.05467,-37.69501
PRESTON,Independent,Pri/Sec,Darebin (C),144.99953,-37.74593
CROYDON HILLS,Independent,Primary,Maroondah (C),145.26862,-37.78268
CHIRNSIDE PARK,Independent,Pri/Sec,Yarra Ranges (S),145.30513,-37.76357
CAMPBELLS CREEK,Independent,Pri/Sec,Mount Alexander (S),144.20542,-37.08849
BELL POST HILL,Independent,Pri/Sec,Greater Geelong (C),144.318,-38.09719
WODONGA,Catholic,Secondary,Wodonga (C),146.86239,-36.12962
